устройство,day 1,day 2,day 3,day 4,day 5,day 6,day 7,day 8,day 9,day 10,day 11,day 12,day 13,day 14,day 15,day 16,day 17,day 18,day 19,day 20,day 21,day 22,day 23,day 24,day 25,day 26,day 27,day 28,day 29,day 30,day 31,day 32,day 33,day 34,day 35,day 36,day 37,day 38,day 39,day 40,day 41,day 42,day 43,day 44,day 45,day 46,day 47,day 48,day 49,day 50,day 51,day 52,day 53,day 54,day 55,day 56,day 57,day 58,day 59,day 60,day 61,day 62,day 63,day 64,day 65,day 66,day 67,day 68,day 69,day 70,day 71,day 72,day 73,day 74,day 75,day 76,day 77,day 78,day 79,day 80,day 81,day 82,day 83,day 84,day 85,day 86,day 87,day 88,day 89,day 90,day 91
692835,5.36986301369863,5.36986301369863,0.0,0.6575342465753424,1.7534246575342467,1.7534246575342467,1.7534246575342467,1.7534246575342467,4.493150684931507,4.767123287671233,5.315068493150685,0.0,0.0,1.2054794520547945,1.2054794520547945,2.3013698630136985,2.3013698630136985,0.0,0.0,1.4794520547945207,1.4794520547945207,2.904109589041096,4.0,5.36986301369863,5.36986301369863,6.465753424657534,6.465753424657534,7.835616438356165,8.273972602739727,8.273972602739727,10.465753424657535,0.0,0.7123287671232877,2.0821917808219177,2.0821917808219177,3.452054794520548,4.383561643835616,4.383561643835616,6.301369863013699,6.301369863013699,7.123287671232877,7.123287671232877,0.0,0.0,1.3698630136986303,1.3698630136986303,1.3698630136986303,2.849315068493151,2.849315068493151,4.054794520547945,4.054794520547945,5.698630136986302,7.342465753424658,0.0,0.0,1.6438356164383563,1.6438356164383563,2.6301369863013697,3.3424657534246576,4.273972602739726,4.821917808219178,5.808219178082192,7.178082191780822,7.89041095890411,8.712328767123289,10.082191780821917,10.082191780821917,0.0,0.0,1.3698630136986303,1.3698630136986303,2.191780821917808,2.904109589041096,0.0,0.0,2.0273972602739727,2.0273972602739727,3.1232876712328768,4.054794520547945,5.041095890410959,5.041095890410959,5.041095890410959,7.232876712328768,7.232876712328768,0.0,1.095890410958904,1.534246575342466,2.5205479452054793,2.5205479452054793,4.876712328767123,4.876712328767123
698656,15.945205479452055,18.3013698630137,20.273972602739725,22.027397260273972,22.027397260273972,24.0,26.08219178082192,27.45205479452055,0.0,1.9178082191780823,3.8356164383561646,5.479452054794521,7.178082191780822,8.054794520547945,0.0,1.9178082191780823,3.8356164383561646,5.479452054794521,6.8493150684931505,9.15068493150685,10.520547945205479,12.273972602739727,14.73972602739726,16.65753424657534,18.08219178082192,20.10958904109589,22.19178082191781,23.28767123287671,0.0,1.9178082191780823,4.273972602739726,6.027397260273973,7.945205479452055,9.315068493150685,11.506849315068493,13.15068493150685,14.958904109589042,16.767123287671232,18.027397260273972,19.397260273972602,21.753424657534246,23.013698630136986,0.0,2.4657534246575343,4.219178082191781,6.410958904109589,7.616438356164384,10.082191780821917,12.054794520547945,14.849315068493151,16.21917808219178,18.410958904109588,20.054794520547947,0.0,2.4657534246575343,4.986301369863014,6.356164383561644,8.273972602739727,10.465753424657535,12.273972602739727,13.863013698630137,15.068493150684931,17.808219178082194,20.0,0.0,1.808219178082192,3.8356164383561646,5.7534246575342465,7.506849315068493,9.534246575342467,11.726027397260275,13.643835616438357,0.0,1.2054794520547945,2.5753424657534247,4.219178082191781,5.863013698630137,7.616438356164384,10.356164383561644,13.095890410958905,14.575342465753424,15.945205479452055,17.589041095890412,0.0,1.3150684931506849,2.9589041095890414,5.1506849315068495,6.794520547945206,8.712328767123289,0.0,2.410958904109589
686168,10.849315068493151,12.10958904109589,12.10958904109589,13.095890410958905,13.643835616438357,14.191780821917808,14.191780821917808,15.452054794520548,0.0,0.9315068493150686,1.7534246575342467,2.3013698630136985,3.232876712328767,3.232876712328767,0.0,1.2602739726027397,2.6301369863013697,3.616438356164384,4.438356164383562,5.260273972602739,6.2465753424657535,7.616438356164384,8.32876712328767,9.15068493150685,9.808219178082192,0.0,1.3698630136986303,1.9178082191780823,2.7397260273972606,3.5616438356164384,3.5616438356164384,5.36986301369863,0.0,0.7123287671232877,1.9178082191780823,3.2876712328767126,4.657534246575342,5.205479452054795,5.205479452054795,6.575342465753425,7.671232876712329,8.219178082191782,0.0,0.3835616438356165,1.095890410958904,1.6438356164383563,2.3013698630136985,3.945205479452055,4.383561643835616,5.589041095890411,6.027397260273973,6.027397260273973,7.287671232876712,0.0,0.8219178082191781,0.8219178082191781,2.0273972602739727,3.397260273972603,4.328767123287672,4.876712328767123,5.424657534246576,6.52054794520548,7.616438356164384,9.315068493150685,0.0,0.6575342465753424,1.2054794520547945,2.0273972602739727,3.0136986301369864,4.109589041095891,5.205479452054795,6.136986301369864,0.0,1.2054794520547945,1.863013698630137,2.849315068493151,3.671232876712329,4.493150684931507,5.205479452054795,6.027397260273973,6.027397260273973,6.027397260273973,8.0,8.0,0.0,1.095890410958904,2.3013698630136985,2.3013698630136985,3.5616438356164384,4.931506849315069,5.589041095890411
679671,16.93150684931507,19.123287671232877,23.232876712328768,26.575342465753426,28.82191780821918,32.49315068493151,35.28767123287671,38.794520547945204,0.0,2.5205479452054793,6.136986301369864,9.698630136986301,13.04109589041096,16.10958904109589,0.0,3.8904109589041096,7.452054794520548,10.191780821917808,14.191780821917808,18.027397260273972,21.589041095890412,25.424657534246577,28.93150684931507,32.821917808219176,35.28767123287671,0.0,3.945205479452055,7.945205479452055,12.219178082191782,15.068493150684931,18.136986301369863,21.753424657534246,0.0,3.452054794520548,6.356164383561644,11.013698630136986,14.246575342465754,17.808219178082194,20.21917808219178,24.164383561643838,26.52054794520548,29.36986301369863,0.0,3.232876712328767,6.794520547945206,9.534246575342467,12.383561643835616,16.493150684931507,20.273972602739725,23.28767123287671,26.410958904109588,30.246575342465754,34.3013698630137,0.0,3.726027397260274,8.0,11.561643835616438,15.123287671232877,18.027397260273972,21.753424657534246,25.808219178082194,29.47945205479452,32.0,36.32876712328767,0.0,2.849315068493151,6.356164383561644,10.136986301369863,14.41095890410959,17.698630136986303,21.26027397260274,24.273972602739725,0.0,3.452054794520548,6.301369863013699,10.63013698630137,13.863013698630137,17.095890410958905,20.10958904109589,24.0,27.67123287671233,30.08219178082192,33.917808219178085,0.0,4.438356164383562,8.10958904109589,10.356164383561644,13.15068493150685,13.15068493150685,13.15068493150685,13.15068493150685
682180,39.397260273972606,46.08219178082192,52.657534246575345,0.0,8.876712328767123,16.21917808219178,23.616438356164384,28.82191780821918,36.54794520547945,39.06849315068493,45.09589041095891,54.68493150684932,0.0,5.095890410958904,9.26027397260274,14.027397260273974,19.726027397260275,25.753424657534246,32.38356164383562,43.89041095890411,49.09589041095891,52.54794520547945,0.0,2.849315068493151,9.972602739726028,17.808219178082194,20.65753424657534,25.589041095890412,25.589041095890412,31.013698630136986,0.0,9.753424657534246,17.041095890410958,22.465753424657535,25.917808219178085,30.3013698630137,33.534246575342465,36.821917808219176,43.78082191780822,50.08219178082192,0.0,5.1506849315068495,9.095890410958905,13.36986301369863,19.397260273972602,26.246575342465754,33.917808219178085,0.0,5.315068493150685,7.561643835616438,12.383561643835616,18.19178082191781,24.767123287671232,0.0,5.041095890410959,9.205479452054794,13.36986301369863,18.84931506849315,23.28767123287671,30.356164383561644,35.61643835616439,40.93150684931507,46.08219178082192,0.0,3.452054794520548,7.945205479452055,14.575342465753424,21.26027397260274,24.82191780821918,29.36986301369863,33.26027397260274,36.054794520547944,0.0,7.506849315068493,15.123287671232877,20.547945205479454,25.26027397260274,30.356164383561644,34.73972602739726,38.082191780821915,44.54794520547945,51.61643835616439,54.08219178082192,0.0,3.2876712328767126,7.068493150684931,9.863013698630137,16.10958904109589,23.232876712328768,25.972602739726028,0.0
622344,23.945205479452056,25.589041095890412,25.589041095890412,27.835616438356166,29.53424657534247,29.53424657534247,31.89041095890411,34.136986301369866,35.945205479452056,0.0,2.4657534246575343,4.438356164383562,5.589041095890411,5.589041095890411,7.780821917808219,10.246575342465754,11.945205479452055,0.0,0.0,4.0,5.479452054794521,5.479452054794521,7.671232876712329,9.753424657534246,9.753424657534246,12.493150684931507,12.493150684931507,16.21917808219178,0.0,0.0,2.191780821917808,2.191780821917808,5.917808219178083,5.917808219178083,8.273972602739727,10.027397260273974,11.342465753424658,0.0,3.0136986301369864,5.534246575342466,7.561643835616438,7.561643835616438,10.027397260273974,0.0,3.5068493150684934,4.712328767123288,6.794520547945206,6.794520547945206,9.589041095890412,9.589041095890412,0.0,0.0,3.8356164383561646,3.8356164383561646,6.575342465753425,8.821917808219178,10.465753424657535,10.465753424657535,0.0,0.0,3.397260273972603,3.397260273972603,6.136986301369864,0.0,0.0,0.0,3.452054794520548,3.452054794520548,8.931506849315069,8.931506849315069,12.219178082191782,12.219178082191782,0.0,3.8356164383561646,3.8356164383561646,3.8356164383561646,8.767123287671232,8.767123287671232,11.506849315068493,11.506849315068493,15.726027397260275,15.726027397260275,18.027397260273972,0.0,2.6301369863013697,2.6301369863013697,6.465753424657534,6.465753424657534,9.863013698630137,9.863013698630137,0.0
637517,31.506849315068493,34.41095890410959,37.09589041095891,40.109589041095894,42.02739726027397,44.54794520547945,47.23287671232877,49.534246575342465,52.54794520547945,0.0,2.2465753424657535,5.205479452054795,8.10958904109589,11.232876712328768,13.808219178082192,16.493150684931507,19.45205479452055,0.0,2.2465753424657535,5.315068493150685,8.054794520547945,10.356164383561644,13.095890410958905,16.054794520547947,18.410958904109588,0.0,2.7945205479452055,6.082191780821918,8.767123287671232,11.506849315068493,14.356164383561644,17.26027397260274,0.0,3.0136986301369864,5.7534246575342465,9.479452054794521,12.219178082191782,15.342465753424658,18.136986301369863,20.767123287671232,0.0,2.904109589041096,5.095890410958904,8.10958904109589,10.958904109589042,13.479452054794521,16.164383561643834,0.0,2.904109589041096,5.808219178082192,8.986301369863014,11.945205479452055,14.849315068493151,0.0,3.0136986301369864,5.479452054794521,8.657534246575343,12.10958904109589,14.958904109589042,17.91780821917808,20.383561643835616,23.28767123287671,26.465753424657535,0.0,3.2876712328767126,5.808219178082192,8.219178082191782,11.013698630136986,14.73972602739726,17.643835616438356,20.82191780821918,23.89041095890411,0.0,2.5205479452054793,5.205479452054795,8.273972602739727,11.068493150684931,13.753424657534246,17.36986301369863,21.041095890410958,23.232876712328768,25.863013698630137,29.04109589041096,0.0,2.7397260273972606,5.589041095890411,8.383561643835616,11.178082191780822,14.191780821917808,17.26027397260274,19.835616438356166
628655,29.589041095890412,33.31506849315068,36.054794520547944,39.50684931506849,41.534246575342465,45.75342465753425,49.589041095890416,52.16438356164384,0.0,1.9726027397260275,4.767123287671233,8.10958904109589,11.506849315068493,15.013698630136986,0.0,3.232876712328767,6.63013698630137,10.301369863013699,13.04109589041096,16.438356164383563,18.84931506849315,21.972602739726028,24.493150684931507,28.876712328767123,31.506849315068493,34.41095890410959,36.6027397260274,40.21917808219178,0.0,4.054794520547945,7.232876712328768,10.520547945205479,12.876712328767123,15.78082191780822,19.178082191780824,19.178082191780824,26.958904109589042,29.753424657534246,32.71232876712329,36.38356164383562,39.178082191780824,42.68493150684932,0.0,2.6301369863013697,5.534246575342466,8.876712328767123,12.054794520547945,15.178082191780822,18.3013698630137,20.876712328767123,23.945205479452056,27.78082191780822,30.52054794520548,0.0,4.109589041095891,7.89041095890411,11.342465753424658,14.246575342465754,18.027397260273972,20.65753424657534,23.67123287671233,26.904109589041095,30.08219178082192,32.657534246575345,0.0,3.1232876712328768,6.52054794520548,9.26027397260274,12.164383561643836,15.616438356164384,18.08219178082192,21.424657534246577,0.0,3.2876712328767126,6.2465753424657535,9.424657534246576,12.821917808219178,16.438356164383563,20.054794520547947,22.575342465753426,26.465753424657535,29.04109589041096,31.232876712328768,0.0,3.397260273972603,7.780821917808219,11.397260273972604,14.465753424657535,17.095890410958905,20.65753424657534,23.835616438356166
698654,22.465753424657535,22.465753424657535,26.027397260273972,27.013698630136986,27.013698630136986,30.684931506849317,30.684931506849317,33.80821917808219,35.34246575342466,0.0,0.0,4.493150684931507,5.863013698630137,5.863013698630137,8.602739726027398,10.520547945205479,10.520547945205479,0.0,1.9178082191780823,3.945205479452055,3.945205479452055,7.452054794520548,7.452054794520548,11.67123287671233,11.67123287671233,11.67123287671233,15.78082191780822,17.863013698630137,20.493150684931507,20.493150684931507,0.0,3.726027397260274,5.260273972602739,8.0,8.0,11.561643835616438,11.561643835616438,14.301369863013699,14.301369863013699,17.589041095890412,20.21917808219178,20.21917808219178,0.0,1.4794520547945207,3.397260273972603,4.767123287671233,4.767123287671233,8.32876712328767,8.32876712328767,8.32876712328767,12.602739726027398,15.342465753424658,15.342465753424658,18.08219178082192,0.0,0.0,0.0,7.287671232876712,9.479452054794521,9.479452054794521,12.657534246575343,12.657534246575343,15.67123287671233,18.3013698630137,0.0,1.6438356164383563,1.6438356164383563,3.5616438356164384,5.7534246575342465,6.575342465753425,6.575342465753425,10.027397260273974,12.493150684931507,0.0,2.7397260273972606,5.095890410958904,6.8493150684931505,8.493150684931507,10.136986301369863,12.219178082191782,12.219178082191782,14.958904109589042,17.698630136986303,0.0,1.808219178082192,4.0,6.2465753424657535,7.616438356164384,9.26027397260274,0.0,2.191780821917808
637536,4.5479452054794525,8.657534246575343,12.876712328767123,16.547945205479454,19.835616438356166,23.89041095890411,28.054794520547947,31.945205479452056,36.0,0.0,3.8356164383561646,7.123287671232877,11.506849315068493,15.726027397260275,20.054794520547947,23.78082191780822,27.89041095890411,0.0,2.9589041095890414,7.506849315068493,12.164383561643836,12.164383561643836,12.164383561643836,12.164383561643836,17.424657534246577,21.041095890410958,25.753424657534246,30.52054794520548,0.0,4.931506849315069,8.986301369863014,12.602739726027398,16.0,20.273972602739725,25.15068493150685,0.0,4.109589041095891,9.315068493150685,12.493150684931507,16.21917808219178,21.424657534246577,25.972602739726028,0.0,3.5068493150684934,8.602739726027398,12.0,15.561643835616438,15.561643835616438,23.506849315068493,28.71232876712329,0.0,4.273972602739726,8.0,11.726027397260275,16.0,20.65753424657534,25.863013698630137,29.589041095890412,0.0,3.780821917808219,7.506849315068493,12.32876712328767,16.82191780821918,22.027397260273972,0.0,3.8904109589041096,7.726027397260274,11.342465753424658,16.10958904109589,20.986301369863014,26.356164383561644,30.63013698630137,0.0,3.780821917808219,8.438356164383562,14.136986301369863,18.904109589041095,24.438356164383563,29.589041095890412,34.24657534246575,38.9041095890411,0.0,3.671232876712329,8.876712328767123,14.465753424657535,19.013698630136986,24.547945205479454,29.315068493150687,34.136986301369866,39.726027397260275,0.0
